productId,title,url,image,description,category,currency,originalPrice,price,availability,condition,custom_label_brand
400010000228,Cải Thảo Tím Đà Lạt - S-ECO,https://foodmap.asia/product/cai-thao-tim-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000227,Cải Thảo Đà Lạt - S-ECO,https://foodmap.asia/product/cai-thao-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000188,Cần Tây To Đà Lạt - S-ECO,https://foodmap.asia/product/can-tay-to-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000213,Củ Cải Đỏ Đà Lạt - S-ECO,https://foodmap.asia/product/cu-cai-do-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000215,Củ Dền Đà Lạt - S-ECO,https://foodmap.asia/product/cu-den-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000237,Dâu Newzealand Đà Lạt - S-ECO,https://foodmap.asia/product/dau-newzealand-da-lat-s-eco,,,Trái cây tươi ngon,VND,1,1,available,new,S-ECO
400010000238,Dâu Nhật Đà Lạt - S-ECO,https://foodmap.asia/product/dau-nhat-da-lat-s-eco,,,Trái cây tươi ngon,VND,1,1,available,new,S-ECO
400010000197,Dưa Leo Baby Đà Lạt - S-ECO,https://foodmap.asia/product/dua-leo-baby-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000214,Hành Tây Đà Lạt - S-ECO,https://foodmap.asia/product/hanh-tay-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000235,Hạt Đậu Tươi Mix - S-ECO,https://foodmap.asia/product/hat-dau-tuoi-mix-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000210,Khoai Lang Mật Baby Đà Lạt - S-ECO,https://foodmap.asia/product/khoai-lang-mat-baby-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
